C41-44775-102;30/;06/201102;036;097251C0;3/200;07/2;0030//;0;0908/12/20;11123;038.03;;01/30601/
C41-44784-102;30/;06/201111;046;1037940;3/200;06/2;0040//;0;0908/12/20;11123;03328.45;;01/40630/
C41-44785-102;30/;06/201123;063;0002390;6/200;01/2;0060//;0;0908/12/20;11123;01272.55;;01/50330/
C41-44785-102;30/;06/201123;076;080543C0;2/200;04/2;0070//;0;0908/12/20;11123;055.10;;01/70630/
C41-44796-101;21/;06/200202;157;0144370;1/201;04/2;0150//;0;0109/04/20;15001;23746.85;;01/50609/
C41-44827-102;30/;06/201123;053;5584640;5/200;11/2;0050//;0;0908/12/20;11123;0187.22;;01/50329/
C41-44861-102;30/;06/201116;097;0475600;5/200;12/2;0090//;0;0909/12/20;11122;91400.97;;01/90608/
C41-44861-102;30/;06/201116;117;0068850;6/201;02/2;0110//;0;0909/12/20;11122;9257.00;;01/00610/
C41-44905-102;30/;06/201100;053;6097000;4/200;04/2;0050//;0;0908/12/20;11123;060.13;;01/20311/
C41-44917-102;30/;06/201104;026;010130C0;1/200;10/2;0020//;0;0908/12/20;11123;02552.51;;01/15923/
C41-44917-102;30/;06/201104;026;010131C0;2/200;10/2;0020//;0;0908/12/20;11123;02639.03;;01/15923/
C41-44917-102;30/;06/201104;026;010132C0;3/200;10/2;0020//;0;0908/12/20;11123;02639.03;;01/15923/
C41-44917-102;30/;06/201104;026;010133C0;4/200;10/2;0020//;0;0908/12/20;11123;02682.29;;01/15923/
C41-44917-102;30/;06/201104;026;010134C0;5/200;10/2;0020//;0;0908/12/20;11123;02639.03;;01/15923/
C41-44917-102;30/;06/201104;026;010135C0;6/200;10/2;0020//;0;0908/12/20;11123;02639.03;;01/15923/
C41-44917-102;30/;06/201104;026;010136C0;1/200;10/2;0020//;0;0908/12/20;11123;02552.51;;01/25923/
C41-44917-102;30/;06/201104;026;010137C0;2/200;10/2;0020//;0;0908/12/20;11123;01341.14;;01/25923/
C41-44923-102;16/;01/201508;147;0384450;4/201;10/2;01424/10/20;140;0930/12/20;14011;2933.44;;01/40610/
C41-44923-102;16/;01/201508;147;0465720;5/201;12/2;01418/12/20;140;0928/01/20;15008;3918.38;;01/40605/
C41-44923-102;16/;01/201508;157;0061500;6/201;02/2;0150//;0;0927/03/20;15002;5316.17;;01/40612/
C41-44952-103;19/;05/200500;157;0144380;1/201;04/2;0150//;0;0109/04/20;15001;24.60;;01/50609/
C41-44965-102;24/;04/200413;046;0647500;2/200;04/2;0040//;0;0901/01/00;01000;0152.07;;01/40630/
C41-44970-102;01/;08/200300;033;0005170;2/200;06/2;0030//;0;0908/12/20;11123;01092.86;;01/30305/
C41-44993-103;01/;07/201113;157;0144390;1/201;04/2;0150//;0;0109/04/20;15001;21324.10;;01/50609/
C41-44997-102;29/;09/201103;143;0131920;5/201;12/2;0140//;0;0919/01/20;15009;2950.90;;01/10315/
C41-45013-102;30/;06/201109;076;0653010;2/200;04/2;0070//;0;0908/12/20;11123;0202.34;;01/70630/
C41-45013-102;30/;06/201109;086;1068920;3/200;06/2;0080//;0;0908/12/20;11123;0229.67;;01/80630/
C41-45017-102;06/;05/200804;086;0659540;2/200;04/2;0080//;0;0908/12/20;11123;0376.50;;01/80630/
C41-45019-102;30/;06/201100;036;077549C0;2/200;04/2;0030//;0;0915/10/20;12091;8143.07;;01/30630/
C41-45024-102;30/;06/200621;053;6504340;1/200;04/2;0050//;0;0908/12/20;11123;0599.98;;01/50306/
C41-45050-103;13/;11/201407;076;1872160;5/200;10/2;0070//;0;0931/05/20;12105;5262.23;;01/70631/
C41-45057-102;30/;06/201109;086;0249640;1/200;02/2;0080//;0;0908/12/20;11123;0607.10;;01/80629/
C41-45081-102;30/;06/201106;066;1047750;3/200;06/2;0060//;0;0908/12/20;11123;03138.98;;01/60630/
C41-45082-102;30/;06/201132;036;077552C0;2/200;04/2;0030//;0;0908/12/20;11123;0114.97;;01/30630/
C41-45089-102;30/;09/201029;053;6516810;3/200;07/2;0050//;0;0908/12/20;11123;0717.74;;01/50329/
C41-45089-102;30/;09/201029;073;0110380;5/200;04/2;0070//;0;0908/12/20;11123;01396.19;;01/60309/
C41-45089-102;30/;09/201029;073;0124880;6/200;04/2;0070//;0;0908/12/20;11123;0879.63;;01/60316/
C41-45089-102;30/;09/201029;073;0157470;2/200;08/2;0070//;0;0908/12/20;11123;0793.15;;01/70312/
C41-45104-102;31/;07/200818;046;156791C0;4/200;08/2;0040//;0;0931/07/20;08245;5481.34;;01/40631/
C41-45104-102;31/;07/200818;056;1597270;4/200;08/2;0050//;0;0931/07/20;08245;5167.46;;01/50631/
C41-45104-102;31/;07/200818;063;0017700;5/200;04/2;0060//;0;0931/07/20;08245;5690.30;;01/50324/
C41-45104-102;31/;07/200818;066;1047900;3/200;06/2;0060//;0;0931/07/20;08245;52323.69;;01/60630/
C41-45104-102;31/;07/200818;076;017065C0;4/200;05/2;0070//;0;0929/12/20;11120;91360.29;;01/66015/
C41-45137-102;30/;06/201114;053;6103550;5/200;04/2;0050//;0;0908/12/20;11123;050.31;;01/20312/
C41-45139-102;30/;06/201113;036;2013770;6/200;12/2;0030//;0;0918/01/20;12118;91091.03;;01/30631/
C41-45145-102;30/;06/201100;046;182661C0;5/200;10/2;0040//;0;0901/01/00;01000;0351.95;;01/40631/
C41-45171-102;30/;06/201105;036;0847610;3/200;07/2;0030//;0;0908/12/20;11123;0274.82;;01/30601/
C41-45182-102;13/;07/200424;046;1567940;4/200;08/2;0040//;0;0910/01/20;12119;7372.94;;01/40631/
C41-45205-102;30/;06/201111;043;0008600;6/200;02/2;0040//;0;0918/01/20;12118;9666.79;;01/30309/
C41-45205-102;30/;06/201111;053;6508650;1/200;07/2;0050//;0;0908/12/20;11123;01794.21;;01/40321/
C41-45205-102;30/;06/201111;053;6510100;2/200;07/2;0050//;0;0908/12/20;11123;01657.42;;01/40321/
C41-45205-102;30/;06/201111;053;6511380;3/200;07/2;0050//;0;0908/12/20;11123;01657.42;;01/40321/
C41-45231-102;30/;06/201117;053;610360C0;5/200;04/2;0050//;0;0908/12/20;11123;065.59;;01/20312/
C41-45245-102;30/;06/201102;036;0265510;1/200;02/2;0030//;0;0908/12/20;11123;0337.80;;01/30628/
C41-45252-101;17/;10/200210;157;0144400;1/201;04/2;0150//;0;0109/04/20;15001;21312.83;;01/50609/
C41-45269-102;28/;02/200519;046;2222340;6/200;12/2;0040//;0;0908/12/20;11123;0223.54;;01/40631/
C41-45270-102;30/;06/201100;026;180935C0;5/200;10/2;0020//;0;0901/01/00;01000;0590.28;;01/20631/
C41-45280-102;19/;11/201405;117;0068880;6/201;02/2;0110//;0;0928/05/20;12105;8317.70;;01/00610/
C41-45296-102;30/;06/201133;046;0649420;2/200;04/2;0040//;0;0908/12/20;11123;01714.90;;01/40630/
C41-45320-102;06/;01/200406;036;0775600;2/200;04/2;0030//;0;0908/12/20;11123;0282.30;;01/30630/
C41-45328-102;30/;06/201123;107;0334210;3/201;07/2;01023/07/20;100;0908/12/20;11123;0438.47;;01/00615/
C41-45332-102;30/;06/201105;046;1827580;5/200;10/2;0040//;0;0908/12/20;11123;0182.20;;01/40631/
C41-45332-102;30/;06/201105;046;2222670;6/200;12/2;0040//;0;0908/12/20;11123;0182.20;;01/40631/
C41-45332-102;30/;06/201105;076;1873030;5/200;10/2;0070//;0;0908/12/20;11123;0374.47;;01/70631/
C41-45373-102;30/;06/201102;053;6504360;1/200;04/2;0050//;0;0908/12/20;11123;0917.28;;01/50306/
C41-45423-102;30/;06/201106;036;0267160;1/200;02/2;0030//;0;0908/12/20;11123;0168.90;;01/30628/
C41-45431-102;30/;06/201112;033;0005210;2/200;06/2;0030//;0;0908/12/20;11123;01426.43;;01/30305/
C41-45467-102;30/;06/201100;056;006879C0;5/200;07/2;0050//;0;0923/01/20;12118;4199.07;;01/26018/
C41-45467-102;30/;06/201100;056;006880C0;6/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/26018/
C41-45467-102;30/;06/201100;056;006881C0;1/200;07/2;0050//;0;0923/01/20;12118;4391.51;;01/36018/
C41-45467-102;30/;06/201100;056;006882C0;2/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/36018/
C41-45467-102;30/;06/201100;056;006884C0;3/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/36018/
C41-45467-102;30/;06/201100;056;006885C0;4/200;07/2;0050//;0;0923/01/20;12118;4411.43;;01/36018/
C41-45467-102;30/;06/201100;056;006887C0;5/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/36018/
C41-45467-102;30/;06/201100;056;006889C0;6/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/36018/
C41-45467-102;30/;06/201100;056;006891C0;1/200;07/2;0050//;0;0923/01/20;12118;4398.15;;01/46018/
C41-45467-102;30/;06/201100;056;006892C0;2/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/46018/
C41-45467-102;30/;06/201100;056;006893C0;3/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/46018/
C41-45467-102;30/;06/201100;056;006895C0;4/200;07/2;0050//;0;0923/01/20;12118;4411.43;;01/46018/
C41-45467-102;30/;06/201100;056;006896C0;5/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/46018/
C41-45467-102;30/;06/201100;056;006897C0;6/200;07/2;0050//;0;0923/01/20;12118;4404.78;;01/46018/
C41-45473-102;28/;05/200810;086;1228050;3/200;06/2;0080//;0;0928/07/20;08245;81228.23;;01/80630/
C41-45477-102;30/;04/200729;043;6005150;2/200;06/2;0040//;0;0908/12/20;11123;01017.72;;01/40321/
C41-45477-102;30/;04/200729;043;6007580;3/200;08/2;0040//;0;0908/12/20;11123;01479.76;;01/40326/
C41-45477-102;30/;04/200729;043;6010150;4/200;10/2;0040//;0;0908/12/20;11123;01256.18;;01/40305/
C41-45477-102;30/;04/200729;043;6012470;5/200;12/2;0040//;0;0908/12/20;11123;0700.72;;01/40307/
C41-45484-102;30/;09/200803;036;1624620;5/200;11/2;0030//;0;0917/09/20;13058;1672.74;;01/30601/
C41-45484-102;30/;09/200803;036;2016150;6/200;12/2;0030//;0;0917/09/20;13058;1523.89;;01/30631/
C41-45497-102;30/;06/201104;036;001880C0;6/200;10/2;0030//;0;0908/12/20;11123;016774.76;;01/15916/
C41-45497-102;30/;06/201104;036;001881C0;1/200;10/2;0030//;0;0908/12/20;11123;016224.77;;01/25916/
C41-45497-102;30/;06/201104;036;001882C0;2/200;10/2;0030//;0;0908/12/20;11123;016774.76;;01/25916/
C41-45497-102;30/;06/201104;036;001883C0;3/200;10/2;0030//;0;0908/12/20;11123;016774.76;;01/25916/
C41-45518-102;30/;06/201133;053;6521130;2/200;09/2;0050//;0;0908/12/20;11123;0122.80;;01/50302/
C41-45518-102;30/;06/201133;066;2001710;5/200;10/2;0060//;0;0908/12/20;11123;070.24;;01/60631/
C41-45525-101;21/;01/200310;157;0104050;1/201;03/2;01520/03/20;150;3115/04/20;15000;61386.66;;01/50618/
C41-45535-102;30/;06/201119;046;1042250;3/200;06/2;0040//;0;0908/12/20;11123;0313.88;;01/40630/
C41-45535-102;30/;06/201119;053;6508680;1/200;07/2;0050//;0;0908/12/20;11123;0225.66;;01/40321/
C41-45537-102;12/;10/200525;043;6058010;2/200;12/2;0040//;0;0908/12/20;11123;0670.75;;01/30320/
C41-45537-102;12/;10/200525;043;6060320;3/200;12/2;0040//;0;0908/12/20;11123;0726.92;;01/30322/
C41-45550-101;01/;01/200307;157;0144410;1/201;04/2;0150//;0;0109/04/20;15001;22115.41;;01/50609/
C41-45559-102;30/;06/201133;086;1228090;3/200;06/2;0080//;0;0908/12/20;11123;0265.62;;01/80630/
C41-45584-102;30/;06/201100;043;0002500;1/200;04/2;0040//;0;0908/12/20;11123;01743.94;;01/40328/
C41-45584-102;30/;06/201100;043;6005170;2/200;06/2;0040//;0;0908/12/20;11123;03189.93;;01/40321/
C41-45610-102;25/;11/200404;046;2360600;6/200;12/2;0040//;0;0927/01/20;14044;9332.37;;01/40631/
C41-45614-103;01/;10/201002;153;0023120;1/201;03/2;0150//;0;0126/03/20;15002;61658.39;;01/50326/
C41-45656-102;30/;06/201119;086;1639360;4/200;08/2;0080//;0;0908/12/20;11123;040.88;;01/80631/
C41-45659-102;30/;06/201104;036;097267C0;3/200;07/2;0030//;0;0908/12/20;11123;094.12;;01/30601/
C41-45687-102;31/;03/200412;043;6005190;2/200;06/2;0040//;0;0929/05/20;06324;9787.03;;01/40321/
C41-45687-102;31/;03/200412;046;1174400;3/200;06/2;0040//;0;0901/01/00;01000;0314.81;;01/40630/
C41-45720-101;17/;03/200303;157;0104090;1/201;03/2;0150//;0;0118/03/20;15003;42292.51;;01/50618/
C41-45734-103;01/;07/201102;143;0045950;1/201;06/2;01419/06/20;140;0530/03/20;15002;2236202.77;;01/40309/
C41-45734-103;01/;07/201102;147;0075730;6/201;02/2;01420/02/20;140;0530/03/20;15002;2210715.70;;01/30612/
C41-45734-103;01/;07/201102;147;0120330;1/201;03/2;01431/03/20;140;0530/03/20;15002;2236725.53;;01/40619/
C41-45734-103;01/;07/201102;147;0205620;2/201;05/2;01423/05/20;140;0530/03/20;15002;2152333.00;;01/40620/
C41-45734-103;01/;07/201102;147;0280370;3/201;07/2;01425/07/20;140;0530/03/20;15002;233989.31;;01/40618/
C41-45734-103;01/;07/201102;153;0015100;5/201;03/2;0150//;0;0808/04/20;15001;32392.90;;01/40305/
C41-45768-102;27/;06/201413;143;0055560;2/201;08/2;01415/08/20;140;3108/09/20;14022;5659.79;;01/40311/
C41-45803-102;12/;04/200422;046;0652930;2/200;04/2;0040//;0;0901/01/00;01000;01531.12;;01/40630/
C41-45934-102;31/;05/200506;046;2226210;6/200;12/2;0040//;0;0929/11/20;13050;85349.58;;01/40631/
C41-45934-102;31/;05/200506;056;0258600;1/200;02/2;0050//;0;0929/11/20;13050;85259.33;;01/50628/
C41-45934-102;31/;05/200506;056;0654090;2/200;04/2;0050//;0;0929/11/20;13050;85437.50;;01/50630/
C41-45934-102;31/;05/200506;056;1195060;3/200;06/2;0050//;0;0929/11/20;13050;82763.31;;01/50630/
C41-45965-102;30/;06/200519;056;0654290;2/200;04/2;0050//;0;0908/12/20;11123;0210.53;;01/50630/
C41-45969-102;30/;06/201106;036;214430C0;6/200;12/2;0030//;0;0908/12/20;11123;0828.32;;01/30631/
C41-45993-102;31/;01/201010;097;0186280;2/200;06/2;0090//;0;1431/10/20;11126;89617.44;;01/90605/
C41-45993-102;31/;01/201010;097;0387780;4/200;10/2;0090//;0;1431/10/20;11126;87781.18;;01/90612/
C41-46003-102;30/;06/201100;046;2226660;6/200;12/2;0040//;0;0908/12/20;11123;0564.11;;01/40631/
C41-46009-102;09/;11/200925;073;0106390;4/200;04/2;0070//;0;0908/12/20;11123;0197.91;;01/60309/
C41-46017-102;28/;02/200602;043;6062580;4/200;12/2;0040//;0;0908/12/20;11123;0182.85;;01/30324/
C41-46017-102;28/;02/200602;053;6508700;1/200;07/2;0050//;0;0908/12/20;11123;0139.44;;01/40321/
C41-46030-102;28/;02/200611;056;2000130;5/200;10/2;0050//;0;0908/12/20;11123;0149.54;;01/50631/
C41-46031-102;30/;06/201130;046;038877C0;1/200;02/2;0040//;0;0908/12/20;11123;062.31;;01/40629/
C41-46033-102;30/;06/201130;043;6064920;5/200;12/2;0040//;0;0908/12/20;11123;0533.40;;01/30328/
C41-46063-102;31/;08/200915;086;1482220;4/200;08/2;0080//;0;0908/12/20;11123;0229.15;;01/80631/
C41-46063-102;31/;08/200915;097;0304540;3/200;08/2;0090//;0;0908/12/20;11123;0225.46;;01/90621/
C41-46079-102;30/;06/201123;043;6064940;5/200;12/2;0040//;0;0908/12/20;11123;0163.17;;01/30328/
C41-46102-102;01/;02/200529;056;0393880;1/200;02/2;0050//;0;0908/11/20;13052;91096.55;;01/50628/
C41-46122-102;21/;11/201407;157;0061580;6/201;02/2;0150//;0;0112/02/20;15006;8206.60;;01/40612/
C41-46158-102;30/;06/201110;086;1072410;3/200;06/2;0080//;0;1425/04/20;11145;714821.55;;01/80630/
C41-46158-102;30/;06/201110;086;1893050;5/200;10/2;0080//;0;1425/04/20;11145;713277.11;;01/80631/
C41-46158-102;30/;06/201110;086;2303210;6/200;12/2;0080//;0;1425/04/20;11145;712873.12;;01/80631/
C41-46173-102;30/;06/201119;073;0097780;2/200;04/2;0070//;0;0908/12/20;11123;0519.07;;01/60309/
C41-46173-102;30/;06/201119;073;0106430;4/200;04/2;0070//;0;0908/12/20;11123;0527.60;;01/60309/
C41-46173-102;30/;06/201119;073;0139910;1/200;07/2;0070//;0;0908/12/20;11123;0502.06;;01/70312/
C41-46173-102;30/;06/201119;073;0157520;2/200;08/2;0070//;0;0908/12/20;11123;0519.07;;01/70312/
C41-46173-102;30/;06/201119;073;0171720;3/200;09/2;0070//;0;0908/12/20;11123;0519.07;;01/70324/
C41-46176-102;30/;06/201115;043;6005220;2/200;06/2;0040//;0;0908/12/20;11123;01208.31;;01/40321/
C41-46176-102;30/;06/201115;053;6508720;1/200;07/2;0050//;0;0908/12/20;11123;01129.75;;01/40321/
C41-46180-102;31/;08/200600;063;0017790;5/200;04/2;0060//;0;0908/12/20;11123;0615.34;;01/50324/
C41-46186-101;25/;07/200311;157;0104210;1/201;03/2;01530/03/20;150;0213/04/20;15000;81666.05;;01/50618/
C41-46206-102;02/;07/201112;043;0002550;1/200;04/2;0040//;0;0908/12/20;11123;0741.56;;01/40328/
C41-46206-102;02/;07/201112;043;6005240;2/200;06/2;0040//;0;0908/12/20;11123;01413.23;;01/40321/
C41-46211-102;30/;06/201105;076;1876090;5/200;10/2;0070//;0;0908/12/20;11123;01798.66;;01/70631/
C41-46211-102;30/;06/201105;086;0663270;2/200;04/2;0080//;0;0908/12/20;11123;0594.32;;01/80630/
C41-46211-102;30/;06/201105;086;1482700;4/200;08/2;0080//;0;0908/12/20;11123;0868.66;;01/80631/
C41-46220-102;30/;06/201100;043;6062640;4/200;12/2;0040//;0;0908/12/20;11123;06151.92;;01/30324/
C41-46220-102;30/;06/201100;043;6064950;5/200;12/2;0040//;0;0908/12/20;11123;08699.00;;01/30328/
C41-46223-102;30/;09/200700;043;606265C0;4/200;12/2;0040//;0;0903/02/20;05372;9131.17;;01/30324/
C41-46223-102;30/;09/200700;046;065601C0;2/200;04/2;0040//;0;0903/09/20;04388;21261.44;;01/40630/
C41-46235-103;01/;07/201117;157;0144430;1/201;04/2;0150//;0;0109/04/20;15001;2326.68;;01/50609/
C41-46251-102;30/;06/201100;046;004429C0;1/200;09/2;0040//;0;0908/12/20;11123;02541.73;;01/25917/
C41-46251-102;30/;06/201100;046;004430C0;2/200;09/2;0040//;0;0908/12/20;11123;02627.89;;01/25917/
C41-46251-102;30/;06/201100;046;004431C0;3/200;09/2;0040//;0;0908/12/20;11123;02627.89;;01/25917/
C41-46251-102;30/;06/201100;046;004432C0;4/200;09/2;0040//;0;0908/12/20;11123;02670.97;;01/25917/
C41-46251-102;30/;06/201100;046;004433C0;5/200;09/2;0040//;0;0908/12/20;11123;02627.89;;01/25917/
C41-46251-102;30/;06/201100;046;004434C0;6/200;09/2;0040//;0;0908/12/20;11123;02627.89;;01/25917/
C41-46251-102;30/;06/201100;046;004435C0;1/200;09/2;0040//;0;0908/12/20;11123;02541.73;;01/35917/
C41-46251-102;30/;06/201100;046;004436C0;2/200;09/2;0040//;0;0908/12/20;11123;02627.89;;01/35917/
C41-46254-102;30/;06/201100;046;004437C0;4/200;09/2;0040//;0;0908/12/20;11123;0221.44;;01/05917/
C41-46254-102;30/;06/201100;046;004438C0;5/200;09/2;0040//;0;0908/12/20;11123;0435.74;;01/05917/
C41-46254-102;30/;06/201100;046;004439C0;6/200;09/2;0040//;0;0908/12/20;11123;0435.74;;01/05917/
C41-46254-102;30/;06/201100;046;004440C0;1/200;09/2;0040//;0;0908/12/20;11123;0421.46;;01/15917/
C41-46254-102;30/;06/201100;046;004441C0;2/200;09/2;0040//;0;0908/12/20;11123;0435.74;;01/15917/
C41-46254-102;30/;06/201100;046;004442C0;3/200;09/2;0040//;0;0908/12/20;11123;0435.74;;01/15917/
C41-46254-102;30/;06/201100;046;004443C0;4/200;09/2;0040//;0;0908/12/20;11123;0228.58;;01/15917/
C41-46255-102;30/;06/201100;046;004444C0;1/200;09/2;0040//;0;0908/12/20;11123;01674.18;;01/15917/
C41-46255-102;30/;06/201100;046;004445C0;2/200;09/2;0040//;0;0908/12/20;11123;01730.94;;01/15917/
C41-46255-102;30/;06/201100;046;004446C0;3/200;09/2;0040//;0;0908/12/20;11123;01730.94;;01/15917/
C41-46255-102;30/;06/201100;046;004448C0;4/200;09/2;0040//;0;0908/12/20;11123;01759.32;;01/15917/
C41-46255-102;30/;06/201100;046;004449C0;5/200;09/2;0040//;0;0908/12/20;11123;01730.94;;01/15917/
C41-46255-102;30/;06/201100;046;004450C0;6/200;09/2;0040//;0;0908/12/20;11123;01730.94;;01/15917/
C41-46255-102;30/;06/201100;046;004452C0;1/200;09/2;0040//;0;0908/12/20;11123;0879.66;;01/25917/
C41-46255-102;30/;06/201100;046;004453C0;1/200;09/2;0040//;0;0908/12/20;11123;0255.71;;01/15917/
C41-46255-102;30/;06/201100;046;004454C0;2/200;09/2;0040//;0;0908/12/20;11123;0264.37;;01/15917/
C41-46255-102;30/;06/201100;046;004455C0;3/200;09/2;0040//;0;0908/12/20;11123;0264.37;;01/15917/
C41-46255-102;30/;06/201100;046;004457C0;4/200;09/2;0040//;0;0908/12/20;11123;0268.71;;01/15917/
C41-46255-102;30/;06/201100;046;004459C0;5/200;09/2;0040//;0;0908/12/20;11123;0264.37;;01/15917/
C41-46255-102;30/;06/201100;046;004461C0;1/200;09/2;0040//;0;0908/12/20;11123;0134.35;;01/25917/
C41-46255-102;30/;06/201100;046;004585C0;6/200;09/2;0040//;0;0908/12/20;11123;0264.37;;01/15917/
C41-46273-102;30/;06/201106;063;0014550;4/200;04/2;0060//;0;0908/12/20;11123;0183.95;;01/50324/
C41-46274-101;22/;08/200306;153;0023130;1/201;03/2;0150//;0;0126/03/20;15002;6277.67;;01/50326/
C41-46274-101;22/;08/200306;157;0032860;6/201;01/2;01505/02/20;150;0930/03/20;15002;22329.60;;01/40620/
C41-46320-102;30/;06/201112;053;6506980;2/200;06/2;0050//;0;0908/12/20;11123;0719.59;;01/50312/
C41-46366-102;30/;06/201119;076;1876630;5/200;10/2;0070//;0;0908/12/20;11123;0427.70;;01/70631/
C41-46366-102;30/;06/201119;086;0253810;1/200;02/2;0080//;0;0908/12/20;11123;0420.68;;01/80629/
C41-46377-102;31/;03/200730;056;010343C0;1/200;12/2;0050//;0;0908/12/20;11123;093.18;;01/36019/
C41-46377-102;31/;03/200730;056;010344C0;2/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/36019/
C41-46377-102;31/;03/200730;056;010345C0;3/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/36019/
C41-46377-102;31/;03/200730;056;010346C0;4/200;12/2;0050//;0;0908/12/20;11123;0222.20;;01/36019/
C41-46377-102;31/;03/200730;056;010347C0;5/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/36019/
C41-46377-102;31/;03/200730;056;010348C0;6/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/36019/
C41-46377-102;31/;03/200730;056;010349C0;1/200;12/2;0050//;0;0908/12/20;11123;0215.04;;01/46019/
C41-46377-102;31/;03/200730;056;010350C0;2/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/46019/
C41-46377-102;31/;03/200730;056;010351C0;3/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/46019/
C41-46377-102;31/;03/200730;056;010352C0;4/200;12/2;0050//;0;0908/12/20;11123;0222.20;;01/46019/
C41-46377-102;31/;03/200730;056;010353C0;5/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/46019/
C41-46377-102;31/;03/200730;056;010354C0;6/200;12/2;0050//;0;0908/12/20;11123;0218.62;;01/46019/
C41-46377-102;31/;03/200730;056;010355C0;1/200;12/2;0050//;0;0908/12/20;11123;0211.47;;01/56019/
C41-46377-102;31/;03/200730;056;010356C0;2/200;12/2;0050//;0;0908/12/20;11123;0218.63;;01/56019/
C41-46377-102;31/;03/200730;056;010357C0;3/200;12/2;0050//;0;0908/12/20;11123;0218.63;;01/56019/
C41-46377-102;31/;03/200730;056;010358C0;4/200;12/2;0050//;0;0908/12/20;11123;0222.21;;01/56019/
C41-46377-102;31/;03/200730;056;010359C0;5/200;12/2;0050//;0;0908/12/20;11123;0107.52;;01/56019/
C41-46381-103;01/;07/201103;157;0104230;1/201;03/2;01525/03/20;150;3115/04/20;15000;6740.45;;01/50618/
C41-46418-102;30/;06/201108;076;1212330;3/200;06/2;0070//;0;0908/12/20;11123;0618.15;;01/70630/
C41-46429-102;30/;06/201107;083;0062740;2/200;08/2;0080//;0;0908/12/20;11123;02177.79;;01/80311/
C41-46429-102;30/;06/201107;083;0083880;3/200;10/2;0080//;0;0908/12/20;11123;0915.65;;01/80317/
C41-46432-102;22/;09/200525;053;6512720;4/200;07/2;0050//;0;0908/12/20;11123;0742.75;;01/40321/
C41-46432-102;22/;09/200525;053;6513820;5/200;07/2;0050//;0;0908/12/20;11123;01444.29;;01/40321/
C41-46444-102;12/;11/201411;147;0324520;3/201;08/2;01420/08/20;140;0921/10/20;14018;2401.69;;01/40614/
C41-46444-102;12/;11/201411;157;0061590;6/201;02/2;0150//;0;0927/03/20;15002;579.03;;01/40612/
C41-46478-102;28/;02/200613;046;0267420;1/200;02/2;0040//;0;0908/12/20;11123;019881.56;;01/40629/
C41-46478-102;28/;02/200613;053;6510200;2/200;07/2;0050//;0;0908/12/20;11123;016337.66;;01/40321/
C41-46485-102;30/;06/201111;076;1212340;3/200;06/2;0070//;0;0908/12/20;11123;076.27;;01/70630/
C41-46505-102;30/;06/201117;043;6064990;5/200;12/2;0040//;0;0908/12/20;11123;0190.24;;01/30328/
